assist2009,DKT,0.999601244863811,0.001212317061374784
assist2009,DKT,0.9983787470722043,0.006393571951991179
assist2009,DKT,0.9888578381643544,0.029843676958934244
assist2009,DKT,0.9891031224027677,0.031356445342036944
assist2009,DKT,0.9899268650581852,0.031045482245845912
assist2009,DKT,0.9906410817859157,0.02891078767036115
assist2009,DKT,0.9912588887774788,0.02798841015625117
assist2009,DKT,0.9917232248712662,0.027045009093214962
assist2009,DKT,0.992244622126662,0.025200254064995
assist2009,DKT,0.9925863161012425,0.023987937003620216
assist2009,DKT,0.9925731999097229,0.02366646213296607
assist2009,DKT,0.9937956977013295,0.02307607126397335
assist2009,DKT,0.9941242754843905,0.023387034360164382
assist2009,DKT,0.9941373916759102,0.023065559489510234
assist2009,DKT,0.9942469176035971,0.02366646213296607
assist2009,DKT,0.9933398814035319,0.02699245022089939
assist2009,DKT,0.9939314560120558,0.027904315960546256
assist2009,DKT,0.9936553429950733,0.027904315960546256
assist2009,DKT,0.9934362911396992,0.028505218604002094
assist2009,DKT,0.9932434716673645,0.02941708434364896
assist2009,DKT,0.9933398814035319,0.028484195055075864
assist2009,DKT,0.9931339457396775,0.030339461857758942
assist2009,DKT,0.99231020308426,0.030017986987104794
assist2009,DKT,0.9921042674204057,0.032453132884317476
assist2009,DKT,0.9920078576842383,0.03275358420604539
assist2009,DKT,0.9925292549396341,0.032142169788126444
assist2009,DKT,0.9916792799011772,0.032142169788126444
assist2009,DKT,0.9920209738757579,0.0339764130418833
assist2009,DKT,0.9916923960926969,0.03365493817122915
assist2009,DKT,0.9917756896373446,0.03488827878153016
assist2009,DKT,0.991170998837301,0.03700194980808869
assist2009,DKT,0.9910745891011337,0.03670149848636078
assist2009,DKT,0.990553191845738,0.03852522996565451
assist2009,DKT,0.9904698983010902,0.03974805880149241
assist2009,DKT,0.9900449107818619,0.04064941276667616
assist2009,DKT,0.9912674085734684,0.03819324332053725
assist2009,DKT,0.9914733442373229,0.0388046577384562
assist2009,DKT,0.9908686534372794,0.040327937896022015
assist2009,DKT,0.9906627177734251,0.04248365602043301
assist2009,DKT,0.990224614062677,0.04277359556769782
assist2009,DKT,0.9902114978711573,0.04309507043835195
assist2009,DKT,0.9904174335350118,0.04551970456110153
assist2009,DKT,0.9900186783988225,0.04613111897902047
assist2009,DKT,0.9898389751180074,0.046732021622476305
assist2009,DKT,0.9899353848541749,0.04704298471866734
assist2009,DKT,0.9895235135264661,0.04794433868385109
assist2009,DKT,0.9894139875987791,0.048555753101770044
assist2009,DKT,0.9894008714072594,0.049156655745225875
assist2009,DKT,0.9895235135264661,0.049156655745225875
assist2009,DKT,0.9887961806072159,0.056151130340672886
assist2009,DKT,0.9888092967987356,0.05465938550649642
